"title","date_time_begin","date_time_end","url","location_name","location_lat","location_lng","tags"
"useR Group Meetup","2014-05-22T18:00:00","2014-05-22T20:00:00","http://www.meetup.com/munich-useR-group/events/177679922/","comSysto GmbH","48.1285514496","11.5568231451","r"
"DevOps Meetup","2014-05-22T18:00:00","2014-05-22T20:00:00","http://www.meetup.com/DevOpsMunich/events/181439532/","wywy GmbH","48.1364659613247","11.5551495552063","devops|docker"
"Xamarin, Pizza & Bier #1","2014-05-22T18:00:00","2014-05-22T21:00:00","https://www.xing.com/events/xamarin-pizza-bier-1-1398227","69 Grad GmbH","48.1483971","11.5356410265332",".net|mobile|xamarin"
"Udacity & Coursera Stammtisch","2014-05-22T19:00:00","2014-05-22T21:00:00","http://www.meetup.com/Udacity-Coursera-Stammtisch/events/178636212/","Max-Emanuel Brauerei","48.1526921","11.576454","elearning"
"Refresh","2014-05-22T19:00:00","2014-05-22T22:00:00","http://refreshmunich.com/","Wirtshaus (Biergarten) am Bavariapark","48.1319549744433","11.5437769889832","javascript|design|mobile|ux|responsive"
"Open-Source-Treffen","2014-05-23T18:00:00","2014-05-23T22:00:00","http://www.opensourcetreffen.de/?file=termine","Café Netzwerk","48.14403","11.56236","open source|postfix"
"Mobile Monday: Can Munich win the Mobile World Cup?","2014-05-26T18:00:00","2014-05-26T23:00:00","http://www.mobile-monday.de/events/can-munich-win-the-mobile-world-cup","","","","mobile"
"Monitoring-Stammtisch","2014-05-26T18:00:00","2014-05-26T20:00:00","http://www.monitoring-stammtisch.de/"," ConSol*","48.1252683","11.5889633","monitoring"
"Coding Dojo","2014-05-26T18:30:00","2014-05-26T21:30:00","http://www.xing.com/events/coding-dojo-wirtshaus-1406148","Wirtshaus in der Au","48.1289883","11.586556164247",".net|dojo"
"MQTT - Ein Protokoll für M2M und IoT - Einführung und Vorstellung der Java Implementierungen & Tools","2014-05-26T19:00:00","2014-05-26T21:00:00","http://haug-server.dyndns.org/display/JUGM/JUGM%2BTermine","Firma mgm technology partners","48.1881217","11.5856197","java|mqtt"
"XML User Group","2014-05-26T19:00:00","2014-05-26T21:00:00","http://www.xing.com/events/2-treffen-xug-muc-1398111","Verlag C.H.Beck","48.1592137","11.5828712","xml|epub"
"Python User Group","2014-05-27T18:30:00","2014-05-27T20:30:00","http://python-verband.org/mitmachen/ug/muenchen","LMU (Informatik), Raum L 1.09","48.149749","11.594388","python"
"NoSQL Meetup","2014-05-27T19:00:00","2014-05-27T21:00:00","http://www.meetup.com/Munich-NoSQL-Meetup/events/181490972/","Werk1","48.1250276","11.6070937","couchbase|neo4j"
"Linux-Stammtisch","2014-05-27T19:00:00","2014-05-27T22:30:00","http://www.xing.com/events/linux-stammtisch-27-05-1391637","Hofbräukeller München","48.13418425","11.5951801990901","linux"
"PHP User Group","2014-05-28T19:00:00","2014-05-28T22:30:00","http://www.meetup.com/phpugmunich/events/161902412/","Firma TNG Technology Consulting GmbH","48.1861991","11.6547822","php"
"Magento-Stammtisch","2014-05-28T19:00:00","2014-05-28T21:00:00","https://www.xing.com/events/13-magento-stammtisch-munchen-28-mai-2014-1400733","TechDivision GmbH","48.1175099905728","11.603718996048","magento"
"GDG Munich Stammtisch","2014-05-28T19:00:00","2014-05-28T23:00:00","https://plus.google.com/events/cl6cjitrpoci96v0p7uuahd37hs","Klenze 17","48.1329006","11.5782249","google"
"Android Munich Stammtisch","2014-05-28T19:00:00","2014-05-28T23:00:00","https://plus.google.com/events/ct51eocdpo03a2stap0hq6094o8","Klenze 17","48.13292155","11.5783131461968","android|gdg"
"An overview of C++ Webframeworks by Olaf Radicke","2014-05-29T19:00:00","2014-05-29T21:00:00","http://www.meetup.com/MUCplusplus/events/172625892/","ATIX AG","48.2851136","11.56357915","cpp"
"Haskell Meeting","2014-05-29T19:30:00","2014-05-29T21:30:00","http://www.haskell-munich.de/dates","Café Puck","48.149403962","11.5751716915","haskell"
"Google Guava - Das unbekannte Wesen","2014-06-02T19:00:00","2014-06-02T21:00:00","http://haug-server.dyndns.org/display/JUGM/JUGM%2BTermine","Firma mgm technology partners","48.1881217","11.5856197","java"
"Game Design Dojo","2014-06-02T19:00:00","2014-06-02T22:00:00","http://www.meetup.com/munich-indie/events/169960572/","Werk1","48.1250276","11.6070937","gamedev"
"Vermuten Sie noch oder lernen Sie schon? Umgang mit Unsicherheiten in der Produktentwicklung","2014-06-02T19:30:00","2014-06-02T21:30:00","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931","produktentwicklung"
"TYPO3 User Group Munich","2014-06-03T19:00:00","2014-06-03T22:00:00","http://www.mtug.de/","Kurt Mahler Saal im Kulturzentrum Giesinger Bahnhof","48.1101462842","11.5962839127","typo3|flow|neos|php|cms"
"Software Performance Meetup","2014-06-03T19:00:00","2014-06-03T21:00:00","http://www.meetup.com/Software-Performance-Meetup-Group/events/184303082/","","","","devops|performance"
"Bitcoin Stammtisch","2014-06-04T18:00:00","2014-06-04T21:00:00","http://www.meetup.com/Bitcoin-Munich/events/184977562/","nero – pizza & grill","48.133742","11.5802620874","bitcoin"
"Datageeks Meetup","2014-06-04T18:00:00","2014-06-04T22:00:00","http://www.meetup.com/Munich-Datageeks/events/184549872/","codecentric AG","48.1371125","11.523929","data|machine learning"
"Oracle Anwendertreffen: Datenbank und Datenmodellierung","2014-06-05T17:30:00","2014-06-05T19:30:00","http://www.doag.org/termine/termine.php?tid=471131","Hochschule München (Gebäude R)","48.1550045341","11.5558210545","oracle"
"German Testing Night: Einsatz von innovativen Open-Source-Tools in der Praxis","2014-06-05T17:30:00","2014-06-05T21:30:00","https://www.xing.com/events/german-testing-night-5-juni-2014-1400506","MaibornWolff GmbH","48.1330295","11.5461117","testing"
"GeoDev Meetup","2014-06-05T18:00:00","2014-06-05T21:00:00","http://www.meetup.com/GeoDev-Meet-Up-Group-Deutschland/events/169541922/","Werk1","48.1250276","11.6070937","geo"
"A deep dive into Apache Drill - fast interactive SQL on Hadoop","2014-06-05T18:00:00","2014-06-05T21:00:00","http://www.meetup.com/Hadoop-User-Group-Munich/events/184522332/","Kolpinghaus München","48.1380112","11.5640642","hadoop|drill"
"Projektmanagement im historischen Rückblick","2014-06-05T18:30:00","2014-06-05T20:30:00","http://www.gpm-ipma.de/events/veranstaltungsdetails/event/schiefer-turm-von-pisa-eiffelturm-in-paris-oder-kuppel-des-doms-von-florenz-mautprojekt-und-olympi.html","","","","projektmanagement"
"TeX-Stammtisch","2014-06-05T19:00:00","2014-06-05T21:00:00","http://www.siart.de/typografie/stammtisch.xhtml","Wirtshaus »Zum Brünnstein«","48.1293641902","11.6051305934","tex"
"DAHO.AM - Munich Developer Conference","2014-06-06T12:00:00","2014-06-06T20:00:00","http://daho.am/","Stylight Headquarters Nymphenburger Str. 86, München (map)","48.1501182317","11.5464806557","refactoring|development|conference|engineering"
"GameDevMuc-Stammtis­ch","2014-06-09T19:00:00","2014-06-09T22:00:00","http://www.meetup.com/munich-indie/events/181084962/","Cafe Mozart","48.1340011","11.5650899","gamedev"
"Innovative Online-Anwendungen erfinden und pflegen","2014-06-10T18:30:00","2014-06-10T22:00:00","http://agiletuesday.org/content/innovative-online-anwendungen-erfinden-und-pflegen-am-10062014","Hofbräuhaus (Erkerzimmer)","48.1378412","11.5801584","scrum"
"Python User Group","2014-06-10T18:30:00","2014-06-10T20:30:00","http://python-verband.org/mitmachen/ug/muenchen","LMU (Informatik), Raum L 1.09","48.149749","11.594388","python"
"SharePoint User Group","2014-06-10T18:30:00","2014-06-10T20:30:00","http://sharepointcommunity.de/groups/muenchen/blog/archive/2014/05/15/treffen-der-sharepoint-user-group-m-252-nchen-am-10-6-2014.aspx","K2, Regus, Floor 8","48.1403407","11.5756691271016","sharepoint"
"Public Tuesday im Hackerspace des CCC","2014-06-10T20:00:00","2014-06-10T22:00:00","https://wiki.muc.ccc.de/start","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","hackerspace"
"OpenStreetMap Treffen","2014-06-11T19:00:00","2014-06-11T21:00:00","http://wiki.openstreetmap.org/wiki/M%C3%BCnchen","Wirtshaus zum Wendlinger","48.15192","11.52714","openstreetmap"
"Autonomous paraglider and tennis ball collection robots","2014-06-11T19:00:00","2014-06-11T21:00:00","http://www.meetup.com/Munchen-robotics-enthusiasts/events/184813802/","Zielplus GmbH","48.1837285","11.5868771","robotics"
"Ruby User Group","2014-06-11T19:00:00","2014-06-11T22:00:00","http://www.meetup.com/Munich-Rubyshift-Ruby-User-Group/events/182433562/","JetBrains","48.1377805","11.5230628","ruby|docker"
"Tcl'ers User Group","2014-06-12T19:00:00","2014-06-12T22:00:00","http://www.tugm.de/","Hofbräukeller München","48.13418425","11.5951801990901","tcl"
"CocoaHeads","2014-06-12T19:00:00","2014-06-12T21:00:00","http://cocoaheads.org/de/Munich/","India Gate","48.1459118","11.5391401575","cocoa"
"Refresh","2014-06-12T19:00:00","2014-06-12T21:00:00","http://refreshmunich.com/","","","","javascript|design|mobile|ux|responsive"
"Ubuntu Anwendertreffen","2014-06-13T18:00:00","2014-06-13T21:00:00","http://wiki.ubuntuusers.de/Anwendertreffen/M%C3%BCnchen","Froschkönig","48.1509485","11.5424327","ubuntu"
"Free Software Foundation Europe: Fellowship Treffen","2014-06-13T18:30:00","2014-06-13T20:30:00","http://wiki.fsfe.org/FellowshipEvents/Fellowship-Meeting%20M%C3%BCnchen%202014-06-13","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","free software"
"Unity Usergroup","2014-06-16T19:00:00","2014-06-16T21:00:00","http://www.meetup.com/munich-indie/events/186472362/","Werk1","48.1250276","11.6070937","3d|unity"
"i18n on Linux by example: Japanese","2014-06-16T19:00:00","2014-06-16T22:00:00","http://www.guug.de/lokal/muenchen/index.html","Hochschule München (Gebäude A, C, D, G)","48.1536219912","11.5530413389","linux|i18n"
"Implementation & Improvement of a Secure Software Development Lifecycle Program","2014-06-17T19:00:00","2014-06-17T21:00:00","https://www.owasp.org/index.php?title=OWASP_German_Chapter_Stammtisch_Initiative/M%C3%BCnchen","Hackerhaus","48.1357964986","11.5712481737","security"
"Joomla User Group","2014-06-18T18:00:00","2014-06-18T22:00:00","http://www.jug-muenchen.de/termine.html","Dillinger Chicago Bar'n Grill","48.1348406197","11.4990592003","joomla"
"Mac-Treff","2014-06-18T19:00:00","2014-06-18T21:00:00","http://www.mactreffmuenchen.de/termine/","Gaststätte ""Goldener Hirsch""","48.1496911","11.5285779","mac"
"Videospielkultur: Games Lounge","2014-06-20T19:00:00","2014-06-21T01:00:00","http://www.werk1muenchen.de/events/games-lounge-2-2-2-3-3/","Werk1 München","48.1250276","11.6070937","games"
"Workshop: Sketching Ideas","2014-06-23T19:00:00","2014-06-23T21:00:00","http://www.ixdamunich.de/2014/05/25/workshop-sketching-ideas-with-carlos-martinez/","ysura GmbH","48.12904615","11.5983078860772","design|sketching"
"AUGE: Alles IP-Das Netz der Zukunft","2014-06-23T19:00:00","2014-06-23T22:00:00","http://www.auge.de/auge-oeffentlich/augeregional/muenchen/termin/auge-rg-muenchen-computer-stammtisch-juni-2014-2-vortr","Jahn","48.144632","11.6276831","telefonie|ip"
"Gutefrage IT Drinkup","2014-06-24T17:30:00","2014-06-24T19:30:00","http://www.meetup.com/Gutefrage-IT-Drinkup/events/183042912/","Gutefrage.net GmbH","48.1430527223","11.5406119823","socializing"
"useR Group Meetup: R Markdown, Rcpp, Shiny","2014-06-24T18:00:00","2014-06-24T22:00:00","http://www.meetup.com/munich-useR-group/events/185594822/","Impact HUB","48.121275","11.5502426","r|markdown"
".net Developers Group: Reaktive Programmierung","2014-06-24T18:00:00","2014-06-24T20:00:00","http://www.munichdot.net/events/event/2014-06-24","Telerik (Gebäude Nr. 8)","48.1177391941","11.6039550304",".net|reactive"
"Python User Group","2014-06-24T18:30:00","2014-06-24T20:30:00","http://python-verband.org/mitmachen/ug/muenchen","LMU (Informatik), Raum L 1.09","48.149749","11.594388","python"
"Linux Low Level Programming Meeting 0x05","2014-06-24T19:00:00","2014-06-24T22:00:00","http://www.meetup.com/Linux-Low-Level-Programming/events/184301862/","Netlight Consulting GmbH","48.1392125","11.5771601046028","linux"
"Wordpress Meetup München","2014-06-24T19:00:00","2014-06-24T22:00:00","http://wpmeetup-muenchen.org/termin-juni-2014/","Augustiner Biergarten/Keller","48.14376075","11.5516629421","wordpress|blog"
"Amazon Web Services User Group Kickoff","2014-06-24T20:00:00","2014-06-24T22:00:00","http://www.meetup.com/AWS-Munich/events/187698122/","Augustiner Keller Biergarten","48.14353595","11.5519837223392","cloud|aws|data|amazon web services"
"Google I/O Extended Munich","2014-06-25T18:00:00","2014-06-25T23:00:00","https://plus.google.com/events/cbhbjpg6vm88d380e9mp8ml2nfg","KOCHAN UND PARTNER GmbH","48.1531172","11.5075388154925","android|google"
"Freifunk Treffen","2014-06-25T20:00:00","2014-06-25T22:00:00","http://muenchen.freifunk.net/wiki/Treffen/2014-06-25","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","freifunk"
"AngularJS Lightning Talks","2014-06-26T18:00:00","2014-06-26T21:00:00","http://www.meetup.com/AngularJS-Munich/events/187096122/","Mayflower GmbH","48.1353966","11.5853757","javascript|angularjs"
"Open-Source-Treffen: OpenWRT","2014-06-27T18:00:00","2014-06-27T22:00:00","http://www.opensourcetreffen.de/?file=termine","Café Netzwerk","48.14403","11.56236","openwrt"
"Haskell Meeting","2014-06-30T19:30:00","2014-06-30T21:30:00","http://www.haskell-munich.de/dates","Max-Emanuel Brauerei","48.1526921","11.576454","haskell"
"OpenHack Munich","2014-07-01T17:30:00","2014-07-01T21:00:00","http://www.meetup.com/OpenHack-Munich/events/184735772/","Gutefrage.net GmbH","48.1430527223","11.5406119823","programming"
"Arduino Munich Meetup","2014-07-01T18:30:00","","http://www.meetup.com/Munchen-Arduino-Meetup/","FabLab München e.V., Eingang D","48.1363845","11.5336101","maker|arduino|electronics"
"TYPO3 User Group Munich","2014-07-01T19:00:00","2014-07-01T22:00:00","http://www.mtug.de/","Kurt Mahler Saal im Kulturzentrum Giesinger Bahnhof","48.1101462842","11.5962839127","typo3|flow|neos|php|cms"
"Atlassian User Group","2014-07-03T17:00:00","2014-07-03T20:30:00","http://www.aug-muc.de/display/augmuc/Treffen+am+3.7.2014","BSH Bosch und Siemens Hausgeräte GmbH","48.0887346","11.6436944407945","atlassian|wiki|bugtracker"
"BICCtalk Gebäudeautomation","2014-07-03T17:00:00","2014-07-03T19:30:00","http://www.bicc-net.de/termine/termin/bicctalk-gebaeudeautomation/","gate Garchinger Technologie- und Gründerzentrum GmbH","48.2686977","11.6649485","home automation"
"C++ Meetup: Boost.Asynchronous","2014-07-03T19:00:00","2014-07-03T21:00:00","http://www.meetup.com/MUCplusplus/events/173151772/","","","","cpp"
"Write yourself a Lisp in Haskell","2014-07-05T10:30:00","2014-07-05T17:30:00","http://www.meetup.com/Munich-Lambda/events/150671292/","codecentric AG","48.1371125","11.523929","haskell|lisp"
"Talk @ TUM: Peter Schaar über ""Technik, Recht und Überwachung""","2014-07-07T16:00:00","2014-07-07T20:00:00","https://gnunet.org/schaar2014tum","TU München, FMI Gebäude, Hörsaal 3","48.2623841644836","11.6691648960114","ueberwachung"
"Microservices Meetup Munich","2014-07-07T18:30:00","2014-07-07T21:00:00","http://www.meetup.com/Microservices-Meetup-Munich/events/184160192/","AutoScout 24 GmbH","48.1320337411","11.6142117977","microservices"
"Wikipedia Stammtisch","2014-07-07T19:00:00","2014-07-07T21:00:00","http://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Hofbräukeller München","48.13418425","11.5951801990901","wikipedia"
"Agile Tuesday: Delegationslevel","2014-07-08T18:30:00","2014-07-08T22:00:00","http://agiletuesday.org/content/delegationslevel-am-08072014","Hofbräuhaus (Erkerzimmer)","48.1378412","11.5801584","agile|projektmanagement"
"Python User Group: Fabric + Buildout","2014-07-08T18:30:00","2014-07-08T20:30:00","http://python-verband.org/community/muenchen","LMU (Informatik), Raum L 1.09","48.149749","11.594388","python"
"Ember.js Munich","2014-07-08T19:00:00","2014-07-08T22:00:00","http://www.meetup.com/Ember-js-Munich/events/183204182/","Scoreloop AG","48.1401853","11.5351085","javascript|ember.js"
"MongoDB Sommerfest","2014-07-09T18:00:00","2014-07-09T22:00:00","http://www.meetup.com/Muenchen-MongoDB-User-Group/events/189734402/","Team Internet AG","48.1314586","11.5628087","mongodb"
"Node.js User Group","2014-07-09T19:00:00","2014-07-09T23:00:00","http://www.mnug.de/artikel/meetups/july2014","TNG Technology Consulting GmbH","48.1859589","11.6545939","node.js|javascript"
"Mac-Treff","2014-07-09T19:00:00","2014-07-09T21:00:00","http://www.mactreffmuenchen.de/termine/","Gaststätte ""Goldener Hirsch""","48.1496911","11.5285779","mac"
"docker Workshop","2014-07-10T18:00:00","2014-07-10T22:00:00","http://www.workshop-softwarearchitektur.de/agenda/a0214","IT:Agenten GmbH","48.1493156","11.5403472","docker"
"Docker Get Together","2014-07-10T18:00:00","2014-07-10T22:00:00","http://www.meetup.com/Docker-Munich/events/188858292/","IT:Agenten GmbH","48.1493156","11.5403472","docker"
"MunichJS: WebStorm and PhpStorm","2014-07-10T19:00:00","2014-07-10T23:00:00","http://www.munichjs.org/meetups/?event_id=52","JetBrains","48.1377805","11.5230628","javascript"
"fsfe Fellowship Meeting","2014-07-11T18:30:00","2014-07-11T20:30:00","http://wiki.fsfe.org/FellowshipEvents/Fellowship-Meeting%20M%C3%BCnchen%202014-07-11","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","free software"
"SMTP Sicherheit mit DANE","2014-07-14T19:00:00","2014-07-14T22:00:00","http://www.guug.de/lokal/muenchen/index.html","Hochschule München (Gebäude A, C, D, G)","48.1536219912","11.5530413389","security|smtp"
"GameDevMuc-Stammtis­ch","2014-07-14T19:00:00","2014-07-14T22:00:00","http://www.meetup.com/munich-indie/events/190983232/","Max-Emanuel Brauerei","48.1526921","11.576454","gamedev"
"Talk @ TUM: ""Blogs, Comments, and Twitter Feeds: A Study of Domain Adaptation in Stylometry""","2014-07-15T14:00:00","2014-07-15T15:00:00","https://gnunet.org/overdorf2014tum","","","","stylometry"
"Roslyn und C# 6.0","2014-07-15T18:00:00","2014-07-15T20:00:00","http://www.munichdot.net/events/event/2014-07-15","Telerik (Gebäude Nr. 8)","48.1177391941","11.6039550304","csharp"
"Ember.js Meetup","2014-07-15T19:00:00","2014-07-15T22:00:00","http://www.meetup.com/Ember-js-Munich/events/183204182/","Scoreloop AG","48.1401853","11.5351085","javascript|csrf|xss|ember.js"
"OpenStreetMap Treffen","2014-07-15T19:00:00","2014-07-15T21:00:00","http://wiki.openstreetmap.org/wiki/M%C3%BCnchen","Wirtshaus zum Wendlinger","48.15192","11.52714","openstreetmap"
"Revisiting SSL/TLS Implementations: New Bleichenbacher Side Channels and Attacks","2014-07-15T19:00:00","2014-07-15T22:00:00","https://www.owasp.org/index.php?title=OWASP_German_Chapter_Stammtisch_Initiative/M%C3%BCnchen","Hackerhaus","48.1357964986","11.5712481737","security|ssl|tls"
"Oracle Datenbank","2014-07-16T17:30:00","2014-07-16T19:30:00","http://www.doag.org/termine/termine.php?tid=471133","Hochschule für angewandte Wissenschaften München Raum R0.002","48.15427335","11.5567075827","oracle"
"Joomla User Group","2014-07-16T18:00:00","2014-07-16T22:00:00","http://www.jug-muenchen.de/termine.html","Dillinger Chicago Bar'n Grill","48.1348406197","11.4990592003","joomla"
"ownCloud meetup – Hacking & ownCloud 7 preview","2014-07-16T19:00:00","2014-07-16T21:00:00","http://www.meetup.com/owncloud-munich/events/179995222/","Werk1 München","48.1250276","11.6070937","owncloud"
"BICCnet Arbeitskreis IT-Services ""Big Data""","2014-07-17T16:00:00","2014-07-17T18:30:00","http://www.bicc-net.de/termine/termin/biccnet-arbeitskreis-it-services-big-data/","SpaceNet AG","48.1852346","11.6027809390452","big data"
"Cloud Security – Wo stehen wir heute?","2014-07-17T16:00:00","2014-07-17T19:00:00","http://www.werk1muenchen.de/events/cloud-security-wo-stehen-wir-heute/","Werk1","48.1250276","11.6070937","security"
"Hadoop Use Cases: Couchdoop und Soft Authentication","2014-07-17T18:00:00","2014-07-17T20:00:00","http://www.meetup.com/Hadoop-User-Group-Munich/events/188851932/","Studio La Cave","48.13212845","11.5795653456854","hadoop"
"Intro to Graphs","2014-07-17T19:00:00","2014-07-17T22:00:00","http://www.meetup.com/graphdb-munich/events/192967752/","HUB Munich GmbH","48.1212129344","11.5502035618","graph database"
"Go Meetup","2014-07-17T19:00:00","2014-07-17T21:00:00","http://www.meetup.com/Munich-Gophers-Go-User-Group/events/191974072/","","","","golang"
"Dynamic & Static Typing - Two different Worlds?","2014-07-17T19:00:00","2014-07-17T22:00:00","https://www.softwerkskammer.org/activities/22._Treffen_der_Softwerkskammer_Muenchen","codecentric AG","48.1371125","11.523929","sprachen"
"Munich Maker Lab","2014-07-17T19:00:00","2014-07-17T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/194348032/","Werk1","48.1250276","11.6070937","make"
" What kind of 'database state' is the Indian government creating?","2014-07-18T20:00:00","2014-07-18T22:00:00","http://wiki.muc.ccc.de/mehrvortraegewagen","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","electronic governance|biometry"
"Unity Usergroup: Die Geburt eines Charakters","2014-07-21T19:00:00","2014-07-21T21:00:00","http://www.meetup.com/munich-indie/events/186397752/","Werk1","48.1250276","11.6070937","3d|unity"
"XML User Group","2014-07-21T19:00:00","2014-07-21T21:00:00","https://www.xing.com/events/3-treffen-xug-muc-1423697","Gräfe und Unzer","48.1345371","11.6121833","xml"
"Limited WIP Society: Leadership on all Levels","2014-07-21T19:00:00","2014-07-21T21:00:00","https://www.xing.com/events/limited-wip-society-munchen-21-07-14-leadership-on-all-levels-1425977","it-agile GmbH","48.122666","11.605564","kanban"
"Die digitale Welt der Bücher - wie lesen wir morgen ?","2014-07-21T19:00:00","2014-07-21T21:00:00","http://www.auge.de/auge-oeffentlich/augeregional/muenchen/termin/auge-rg-800-muenchen-vortrag-computer-stammtisch-21jul","Jahn","48.144632","11.6276831","ebooks"
"Linux-Stammtisch: Raspberry Pi - eine Einführung","2014-07-22T19:00:00","2014-07-22T21:00:00","https://www.xing.com/events/linux-stammtisch-22-07-1409788","Hofbräukeller München","48.13418425","11.5951801990901","raspberry pi"
"Wordpress Meetup München","2014-07-22T19:00:00","2014-07-22T22:00:00","http://wpmeetup-muenchen.org/termin-juli-2014/","Augustiner Biergarten/Keller","48.14376075","11.5516629421","wordpress|blog"
"Modellierung und Implementierung Ensemble-basierter Systeme mit Helena","2014-07-22T19:00:00","2014-07-22T21:00:00","https://www.xing.com/events/modellierung-implementierung-ensemble-basierter-systeme-helena-ak-sel-1427938","Swiss Life","48.1745178956","11.5902596712","modellierung|software architektur"
"Ein IAM Grossprojekt aus der Perspektive des Enterprise Architekten","2014-07-22T19:00:00","2014-07-22T21:00:00","https://www.xing.com/events/iam-grossprojekt-perspektive-enterprise-architekten-dr-philipp-hoernes-1422458","Landeshauptstadt München","48.1434106742355","11.5577352046967","software architektur|identiy management"
"MongoDB Hackathon Internet of Things","2014-07-23T08:00:00","2014-07-23T21:00:00","https://www.eventbrite.com/e/munich-hackathon-internet-of-things-tickets-11882004395","TNG Technology Consulting GmbH","48.1859589","11.6545939","mongodb|iot"
"Drupal User Group-Treffen","2014-07-23T19:00:00","2014-07-23T21:00:00","https://groups.drupal.org/node/431883","JetBrains","48.1377805","11.5230628","php|drupal"
"PHP User Group","2014-07-23T19:00:00","2014-07-23T22:00:00","http://www.meetup.com/phpugmunich/events/187552862/","TNG Technology Consulting GmbH","48.1859589","11.6545939","php"
"Holacracy","2014-07-24T19:00:00","2014-07-24T22:00:00","http://www.scrumtisch.org/scrumtisch-am-24-7-14-in-muenchen-thema-holacracy/","codecentric AG","48.1371125","11.523929","scrum|holacracy"
"Scrumtisch: Holacracy","2014-07-24T19:00:00","2014-07-24T21:00:00","https://www.xing.com/events/scrumtisch-24-7-14-munchen-thema-holacracy-1419361","codecentric AG","48.1371125","11.523929","scrum"
"Open-Source-Treffen: Firefox OS","2014-07-25T18:00:00","2014-07-25T20:00:00","http://www.opensourcetreffen.de/?file=start","Café Netzwerk","48.14403","11.56236","firefox os"
"Haskell Hackathon","2014-07-28T18:00:00","2014-07-28T23:00:00","http://haskell-hackathon.no-ip.org/","India King","48.1459604","11.4654550089","haskell"
"Spring und ConfigurableEnvironment","2014-07-28T19:00:00","2014-07-28T21:00:00","http://jugm.de/","mgm technology partners","48.1881217","11.5856197","java"
"Piwik Community Meetup","2014-07-29T17:00:00","2014-07-29T20:00:00","http://piwik.org/blog/2014/05/announcing-piwik-community-meetup-germany-register-now/","","","","piwik"
"iPad App Case Study und PureMVC Framework","2014-07-29T19:00:00","2014-07-29T22:00:00","http://www.meetup.com/The-Munich-iOS-Developers-Meetup/events/173265852/","reppa.net GmbH","48.1485348","11.5960271","ios"
"Usability Testing Night","2014-07-30T18:15:00","2014-07-30T22:45:00","http://www.meetup.com/UX-Munich/events/193680102/","Shopping Guide GmbH","48.1794254","11.585668","usability|ux"
"GDG Stammtisch","2014-07-30T19:00:00","2014-07-30T22:00:00","https://plus.google.com/117253870280078392257/posts","Niederlassung","48.1326463388","11.5771876145","google"
"Haskell Meeting","2014-07-30T19:30:00","2014-07-30T21:30:00","http://www.haskell-munich.de/dates","Max-Emanuel Brauerei","48.1526921","11.576454","haskell"
"2nd AWS User Group Munich - Come Together","2014-07-31T19:30:00","2014-07-31T22:00:00","http://www.meetup.com/AWS-Munich/events/193151822/","Park Cafe","48.14232745","11.5645984400503","web|cloud|aws|amazon|services"
"Design Jam","2014-08-02T09:00:00","2014-08-02T20:00:00","http://www.meetup.com/Creative-Coding/events/196136002/","Threeview GmbH","48.1289293","11.5677555","design"
"Haskell Hackathon","2014-08-03T18:00:00","2014-08-03T22:00:00","http://haskell-hackathon.no-ip.org/#next_hackathon","India King","48.1459604","11.4654550089","haskell"
"TeX-Stammtisch","2014-08-04T19:00:00","2014-08-04T21:00:00","http://www.siart.de/typografie/stammtisch.xhtml","Wirtshaus »Zum Brünnstein«","48.1293641902","11.6051305934","tex"
"Game Design Dojo: User Experience","2014-08-04T19:00:00","2014-08-04T21:00:00","http://www.meetup.com/munich-indie/events/185051172/","Werk1","48.1250276","11.6070937","design|ux"
"Browser security in Google Chrome","2014-08-04T19:00:00","2014-08-04T21:00:00","https://www.xing.com/events/td-techtalk-browser-security-google-chrome-nasko-oskov-1433279","TechDivision GmbH","48.1175099905728","11.603718996048","security"
"Perl Monger Treffen","2014-08-04T19:00:00","2014-08-04T22:00:00","http://munich.pm.org/","Cafe Soda","48.1504855","11.5759683","perl"
"Gutefrage IT Drinkup","2014-08-05T17:30:00","2014-08-05T19:30:00","http://www.meetup.com/Gutefrage-IT-Drinkup/events/192554232/","Gutefrage.net GmbH","48.1430527223","11.5406119823","socializing"
"Arduino and analog Signals","2014-08-05T18:30:00","2014-08-05T21:00:00","http://www.meetup.com/Munchen-Arduino-Meetup/events/192544252/","","","","arduino"
"Python User Group","2014-08-05T18:30:00","2014-08-05T20:30:00","http://python-verband.org/mitmachen/ug/muenchen","LMU (Informatik), Raum L 1.09","48.149749","11.594388","python"
"TYPO3 User Group Munich","2014-08-05T19:00:00","2014-08-05T22:00:00","http://www.mtug.de/","Kurt Mahler Saal im Kulturzentrum Giesinger Bahnhof","48.1101462842","11.5962839127","typo3|flow|neos|php|cms"
"Bitcoin Stammtisch","2014-08-06T18:00:00","2014-08-06T22:00:00","http://www.meetup.com/Bitcoin-Munich/events/qtpsggyslbjb/","Braunauer Hof","48.1345057","11.5811238","bitcoin"
